GeneId                                                       TseIntronBegin       TseIntronEnd         AraIntronLocStart    AraIntronLocEnd     
TcruziDm28c_AYLP01000090_21                                  0                    0                    31                   35                  
TcruziDm28c_AYLP01000097_22                                  0                    0                    nointron             nointron            
TcruziDm28c_AYLP01000108_23                                  0                    0                    nointron             nointron            
TcruziDm28c_AYLP01000108_24                                  0                    0                    nointron             nointron            
TcruziDm28c_AYLP01000108_25                                  0                    0                    nointron             nointron            
TcruziDm28c_AYLP01000115_26                                  notfound             notfound             29                   71                  
TcruziDm28c_AYLP01000126_27                                  0                    0                    nointron             nointron            
TcruziDm28c_AYLP01000135_28                                  0                    0                    nointron             nointron            
TcruziDm28c_AYLP01000135_29                                  0                    0                    nointron             nointron            
TcruziDm28c_AYLP01000135_30                                  0                    0                    nointron             nointron            
TcruziDm28c_AYLP01000135_31                                  0                    0                    nointron             nointron            
TcruziDm28c_AYLP01000135_32                                  0                    0                    nointron             nointron            
TcruziDm28c_AYLP01000135_33                                  0                    0                    nointron             nointron            
TcruziDm28c_AYLP01000135_34                                  0                    0                    nointron             nointron            
TcruziDm28c_AYLP01000135_35                                  0                    0                    nointron             nointron            
TcruziDm28c_AYLP01000135_36                                  0                    0                    nointron             nointron            
TcruziDm28c_AYLP01000135_37                                  0                    0                    nointron             nointron            
TcruziDm28c_AYLP01000136_38                                  notfound             notfound             nointron             nointron            
TcruziDm28c_AYLP01000149_39                                  notfound             notfound             34                   45                  
TcruziDm28c_AYLP01000156_40                                  0                    0                    nointron             nointron            
TcruziDm28c_AYLP01000345_41                                  0                    0                    nointron             nointron            
TcruziDm28c_AYLP01000345_42                                  0                    0                    nointron             nointron            
TcruziDm28c_AYLP01000345_43                                  0                    0                    nointron             nointron            
TcruziDm28c_AYLP01000485_44                                  0                    0                    nointron             nointron            
TcruziDm28c_AYLP01000491_45                                  notfound             notfound             39                   151                 
TcruziDm28c_AYLP01000506_46                                  notfound             notfound             39                   151                 
TcruziDm28c_AYLP01000651_47                                  0                    0                    nointron             nointron            
TcruziDm28c_AYLP01000706_48                                  0                    0                    nointron             nointron            
TcruziDm28c_AYLP01000706_49                                  0                    0                    nointron             nointron            
TcruziDm28c_AYLP01000721_50                                  0                    0                    nointron             nointron            
TcruziDm28c_AYLP01000721_51                                  71                   83                   36                   49                  
TcruziDm28c_AYLP01000940_52                                  0                    0                    nointron             nointron            
TcruziDm28c_AYLP01000940_53                                  0                    0                    nointron             nointron            
TcruziDm28c_AYLP01000940_54                                  0                    0                    nointron             nointron            
TcruziDm28c_AYLP01001106_55                                  0                    0                    nointron             nointron            
TcruziDm28c_AYLP01001142_56                                  0                    0                    nointron             nointron            
TcruziEsmeraldo_ANOX01005230.1_1                             0                    0                    nointron             nointron            
TcruziEsmeraldo_ANOX01005365.1_2                             0                    0                    nointron             nointron            
TcruziEsmeraldo_ANOX01005366.1_3                             notfound             notfound             37                   143                 
TcruziEsmeraldo_ANOX01005763.1_4                             0                    0                    nointron             nointron            
TcruziEsmeraldo_ANOX01005839.1_5                             0                    0                    nointron             nointron            
TcruziEsmeraldo_ANOX01006018.1_6                             0                    0                    nointron             nointron            
TcruziEsmeraldo_ANOX01006018.1_7                             0                    0                    nointron             nointron            
TcruziEsmeraldo_ANOX01006027.1_8                             0                    0                    nointron             nointron            
TcruziEsmeraldo_ANOX01006027.1_9                             0                    0                    nointron             nointron            
TcruziEsmeraldo_ANOX01006121.1_10                            0                    0                    nointron             nointron            
TcruziEsmeraldo_ANOX01006378.1_11                            0                    0                    nointron             nointron            
TcruziEsmeraldo_ANOX01007444.1_12                            notfound             notfound             34                   64                  
TcruziEsmeraldo_ANOX01007727.1_13                            notfound             notfound             34                   64                  
TcruziEsmeraldo_ANOX01007809.1_14                            notfound             notfound             39                   151                 
TcruziEsmeraldo_ANOX01008054.1_15                            notfound             notfound             40                   152                 
TcruziEsmeraldo_ANOX01008222.1_16                            notfound             notfound             39                   151                 
TcruziEsmeraldo_ANOX01009138.1_17                            notfound             notfound             39                   151                 
TcruziEsmeraldo_ANOX01010791.1_18                            notfound             notfound             39                   151                 
TcruziEsmeraldo_ANOX01010792.1_19                            notfound             notfound             39                   151                 
TcruziEsmeraldo_ANOX01013115.1_20                            0                    0                    nointron             nointron            
TcruziEsmeraldo_ANOX01013115.1_21                            0                    0                    nointron             nointron            
TcruziEsmeraldo_ANOX01013115.1_22                            0                    0                    nointron             nointron            
TcruziEsmeraldo_ANOX01013135.1_23                            0                    0                    nointron             nointron            
TcruziEsmeraldo_ANOX01016374.1_24                            0                    0                    nointron             nointron            
TcruziEsmeraldo_KB205166.1_25                                0                    0                    nointron             nointron            
TcruziEsmeraldo_KB205166.1_26                                0                    0                    nointron             nointron            
TcruziEsmeraldo_KB205166.1_27                                0                    0                    nointron             nointron            
TcruziEsmeraldo_KB205175.1_28                                notfound             notfound             39                   151                 
TcruziEsmeraldo_KB205185.1_29                                0                    0                    nointron             nointron            
TcruziEsmeraldo_KB205187.1_30                                0                    0                    nointron             nointron            
TcruziEsmeraldo_KB205213.1_31                                0                    0                    37                   39                  
TcruziEsmeraldo_KB205228.1_32                                0                    0                    nointron             nointron            
TcruziEsmeraldo_KB205228.1_33                                0                    0                    nointron             nointron            
TcruziEsmeraldo_KB205228.1_34                                0                    0                    nointron             nointron            
TcruziEsmeraldo_KB205228.1_35                                0                    0                    nointron             nointron            
TcruziEsmeraldo_KB205228.1_36                                0                    0                    nointron             nointron            
TcruziEsmeraldo_KB205230.1_37                                0                    0                    nointron             nointron            
TcruziEsmeraldo_KB205250.1_38                                0                    0                    nointron             nointron            
TcruziEsmeraldo_KB205250.1_39                                0                    0                    nointron             nointron            
TcruziEsmeraldo_KB205264.1_40                                0                    0                    nointron             nointron            
TcruziEsmeraldo_KB205264.1_41                                0                    0                    nointron             nointron            
TcruziEsmeraldo_KB205264.1_42                                0                    0                    nointron             nointron            
TcruziEsmeraldo_KB205273.1_43                                0                    0                    nointron             nointron            
TcruziEsmeraldo_KB205273.1_44                                0                    0                    nointron             nointron            
TcruziEsmeraldo_KB205283.1_45                                0                    0                    nointron             nointron            
TcruziEsmeraldo_KB205283.1_46                                0                    0                    nointron             nointron            
TcruziEsmeraldo_KB205283.1_47                                0                    0                    nointron             nointron            
TcruziEsmeraldo_KB205314.1_48                                notfound             notfound             34                   64                  
TcruziEsmeraldo_KB205349.1_49                                notfound             notfound             nointron             nointron            
TcruziEsmeraldo_KB205361.1_50                                0                    0                    nointron             nointron            
TcruziEsmeraldo_KB205377.1_51                                0                    0                    nointron             nointron            
TcruziEsmeraldo_KB205377.1_52                                0                    0                    nointron             nointron            
TcruziEsmeraldo_KB205377.1_53                                0                    0                    nointron             nointron            
TcruziEsmeraldo_KB205377.1_54                                0                    0                    nointron             nointron            
TcruziEsmeraldo_KB205377.1_55                                0                    0                    nointron             nointron            
TcruziEsmeraldo_KB205377.1_56                                0                    0                    nointron             nointron            
TcruziEsmeraldo_KB205393.1_57                                0                    0                    nointron             nointron            
TcruziEsmeraldo_KB205398.1_58                                notfound             notfound             39                   151                 
TcruziEsmeraldo_KB205435.1_59                                0                    0                    37                   39                  
TcruziEsmeraldo_KB205436.1_60                                0                    0                    nointron             nointron            
TcruziEsmeraldo_KB205444.1_61                                notfound             notfound             39                   151                 
TcruziEsmeraldo_KB205511.1_62                                0                    0                    nointron             nointron            
TcruziEsmeraldo_KB205511.1_63                                0                    0                    nointron             nointron            
TcruziEsmeraldo_KB205511.1_64                                0                    0                    nointron             nointron            
TcruziEsmeraldo_KB205537.1_65                                notfound             notfound             40                   152                 
TcruziEsmeraldo_KB205545.1_66                                notfound             notfound             39                   151                 
TcruziEsmeraldo_KB205636.1_67                                notfound             notfound             32                   62                  
TcruziEsmeraldo_KB205688.1_68                                0                    0                    nointron             nointron            
TcruziEsmeraldo_KB205716.1_69                                0                    0                    nointron             nointron            
TcruziEsmeraldo_KB205716.1_70                                0                    0                    nointron             nointron            
TcruziEsmeraldo_KB205716.1_71                                0                    0                    nointron             nointron            
TcruziEsmeraldo_KB205716.1_72                                0                    0                    nointron             nointron            
TcruziEsmeraldo_KB205716.1_73                                0                    0                    nointron             nointron            
TcruziEsmeraldo_KB205716.1_74                                118655               118667               36                   49                  
TcruziEsmeraldo_KB205716.1_75                                0                    0                    nointron             nointron            
TcruziEsmeraldo_KB205753.1_76                                0                    0                    nointron             nointron            
TcruziEsmeraldo_KB205753.1_77                                0                    0                    nointron             nointron            
TcruziEsmeraldo_KB205774.1_78                                notfound             notfound             35                   127                 
TcruziEsmeraldo_KB205774.1_79                                0                    0                    nointron             nointron            
TcruziEsmeraldo_KB205774.1_80                                0                    0                    nointron             nointron            
TcruziEsmeraldo_KB205774.1_81                                0                    0                    nointron             nointron            
TcruziEsmeraldo_KB205774.1_82                                0                    0                    nointron             nointron            
TcruziEsmeraldo_KB205774.1_83                                0                    0                    nointron             nointron            
TcruziEsmeraldo_KB205774.1_84                                0                    0                    nointron             nointron            
TcruziEsmeraldo_KB205774.1_85                                0                    0                    nointron             nointron            
TcruziEsmeraldo_KB205774.1_86                                0                    0                    nointron             nointron            
TcruziEsmeraldo_KB205774.1_87                                0                    0                    nointron             nointron            
TcruziEsmeraldo_KB205774.1_88                                0                    0                    nointron             nointron            
TcruziEsmeraldo_KB205928.1_89                                0                    0                    37                   39                  
TcruziJRcl4_AODP01002744.1_1                                 notfound             notfound             39                   151                 
TcruziJRcl4_AODP01003975.1_2                                 0                    0                    nointron             nointron            
TcruziJRcl4_AODP01004274.1_3                                 notfound             notfound             39                   151                 
TcruziJRcl4_AODP01004654.1_4                                 0                    0                    nointron             nointron            
TcruziJRcl4_AODP01005288.1_5                                 notfound             notfound             40                   152                 
TcruziJRcl4_AODP01008205.1_6                                 0                    0                    nointron             nointron            
TcruziJRcl4_AODP01008819.1_7                                 notfound             notfound             39                   151                 
TcruziJRcl4_AODP01010036.1_8                                 0                    0                    nointron             nointron            
TcruziJRcl4_AODP01011056.1_9                                 0                    0                    nointron             nointron            
TcruziJRcl4_AODP01014375.1_10                                0                    0                    nointron             nointron            
TcruziJRcl4_AODP01014375.1_11                                0                    0                    nointron             nointron            
TcruziJRcl4_AODP01014375.1_12                                0                    0                    nointron             nointron            
TcruziJRcl4_AODP01017783.1_13                                0                    0                    nointron             nointron            
TcruziJRcl4_KB222877.1_14                                    0                    0                    nointron             nointron            
TcruziJRcl4_KB222877.1_15                                    0                    0                    nointron             nointron            
TcruziJRcl4_KB222877.1_16                                    0                    0                    nointron             nointron            
TcruziJRcl4_KB222877.1_17                                    0                    0                    nointron             nointron            
TcruziJRcl4_KB222877.1_18                                    0                    0                    nointron             nointron            
TcruziJRcl4_KB222877.1_19                                    0                    0                    nointron             nointron            
TcruziJRcl4_KB222877.1_20                                    0                    0                    nointron             nointron            
TcruziJRcl4_KB222877.1_21                                    0                    0                    nointron             nointron            
TcruziJRcl4_KB222877.1_22                                    0                    0                    nointron             nointron            
TcruziJRcl4_KB222877.1_23                                    0                    0                    nointron             nointron            
TcruziJRcl4_KB222877.1_24                                    819779               819791               36                   49                  
TcruziJRcl4_KB222877.1_25                                    0                    0                    nointron             nointron            
TcruziJRcl4_KB222880.1_26                                    0                    0                    nointron             nointron            
TcruziJRcl4_KB222880.1_27                                    0                    0                    nointron             nointron            
TcruziJRcl4_KB222880.1_28                                    0                    0                    nointron             nointron            
TcruziJRcl4_KB222886.1_29                                    0                    0                    nointron             nointron            
TcruziJRcl4_KB222887.1_30                                    notfound             notfound             33                   147                 
TcruziJRcl4_KB222888.1_31                                    0                    0                    31                   35                  
TcruziJRcl4_KB222890.1_32                                    0                    0                    nointron             nointron            
TcruziJRcl4_KB222890.1_33                                    0                    0                    nointron             nointron            
TcruziJRcl4_KB222902.1_34                                    0                    0                    nointron             nointron            
TcruziJRcl4_KB222902.1_35                                    0                    0                    nointron             nointron            
TcruziJRcl4_KB222902.1_36                                    0                    0                    nointron             nointron            
TcruziJRcl4_KB222911.1_37                                    0                    0                    nointron             nointron            
TcruziJRcl4_KB222911.1_38                                    0                    0                    nointron             nointron            
TcruziJRcl4_KB222911.1_39                                    0                    0                    nointron             nointron            
TcruziJRcl4_KB222912.1_40                                    0                    0                    nointron             nointron            
TcruziJRcl4_KB222912.1_41                                    0                    0                    nointron             nointron            
TcruziJRcl4_KB222916.1_42                                    0                    0                    nointron             nointron            
TcruziJRcl4_KB222923.1_43                                    0                    0                    nointron             nointron            
TcruziJRcl4_KB222923.1_44                                    0                    0                    nointron             nointron            
TcruziJRcl4_KB222923.1_45                                    0                    0                    nointron             nointron            
TcruziJRcl4_KB222926.1_46                                    0                    0                    nointron             nointron            
TcruziJRcl4_KB222940.1_47                                    0                    0                    nointron             nointron            
TcruziJRcl4_KB222940.1_48                                    0                    0                    nointron             nointron            
TcruziJRcl4_KB222941.1_49                                    0                    0                    nointron             nointron            
TcruziJRcl4_KB222951.1_50                                    0                    0                    31                   35                  
TcruziJRcl4_KB222958.1_51                                    0                    0                    nointron             nointron            
TcruziJRcl4_KB222964.1_52                                    0                    0                    nointron             nointron            
TcruziJRcl4_KB222964.1_53                                    0                    0                    nointron             nointron            
TcruziJRcl4_KB222964.1_54                                    0                    0                    nointron             nointron            
TcruziJRcl4_KB222964.1_55                                    0                    0                    nointron             nointron            
TcruziJRcl4_KB222965.1_56                                    0                    0                    nointron             nointron            
TcruziJRcl4_KB222965.1_57                                    0                    0                    nointron             nointron            
TcruziJRcl4_KB222965.1_58                                    0                    0                    nointron             nointron            
TcruziJRcl4_KB222965.1_59                                    0                    0                    nointron             nointron            
TcruziJRcl4_KB222965.1_60                                    0                    0                    nointron             nointron            
TcruziJRcl4_KB222968.1_61                                    0                    0                    nointron             nointron            
TcruziJRcl4_KB222968.1_62                                    0                    0                    nointron             nointron            
TcruziJRcl4_KB222968.1_63                                    0                    0                    nointron             nointron            
TcruziJRcl4_KB222969.1_64                                    0                    0                    nointron             nointron            
TcruziJRcl4_KB222969.1_65                                    0                    0                    nointron             nointron            
TcruziJRcl4_KB222969.1_66                                    0                    0                    nointron             nointron            
TcruziJRcl4_KB222974.1_67                                    notfound             notfound             29                   71                  
TcruziJRcl4_KB222986.1_68                                    notfound             notfound             nointron             nointron            
TcruziJRcl4_KB222986.1_69                                    notfound             notfound             nointron             nointron            
TcruziJRcl4_KB222987.1_70                                    0                    0                    nointron             nointron            
TcruziJRcl4_KB223000.1_71                                    0                    0                    nointron             nointron            
TcruziJRcl4_KB223000.1_72                                    0                    0                    nointron             nointron            
TcruziJRcl4_KB223000.1_73                                    0                    0                    nointron             nointron            
TcruziJRcl4_KB223000.1_74                                    0                    0                    nointron             nointron            
TcruziJRcl4_KB223000.1_75                                    0                    0                    nointron             nointron            
TcruziJRcl4_KB223000.1_76                                    0                    0                    nointron             nointron            
TcruziJRcl4_KB223000.1_77                                    0                    0                    nointron             nointron            
TcruziJRcl4_KB223000.1_78                                    0                    0                    nointron             nointron            
TcruziJRcl4_KB223000.1_79                                    0                    0                    nointron             nointron            
TcruziJRcl4_KB223000.1_80                                    0                    0                    nointron             nointron            
TcruziJRcl4_KB223038.1_81                                    notfound             notfound             39                   151                 
TcruziJRcl4_KB223156.1_82                                    notfound             notfound             39                   151                 
TcruziJRcl4_KB223192.1_83                                    0                    0                    nointron             nointron            
TcruziJRcl4_KB223192.1_84                                    8899                 8911                 37                   50                  
TcruzimarinkelleiB7_TcMARK_CONTIG_10279_1                    notfound             notfound             38                   150                 
TcruzimarinkelleiB7_TcMARK_CONTIG_1108_2                     notfound             notfound             nointron             nointron            
TcruzimarinkelleiB7_TcMARK_CONTIG_1108_3                     0                    0                    nointron             nointron            
TcruzimarinkelleiB7_TcMARK_CONTIG_1108_4                     0                    0                    nointron             nointron            
TcruzimarinkelleiB7_TcMARK_CONTIG_1142_5                     0                    0                    nointron             nointron            
TcruzimarinkelleiB7_TcMARK_CONTIG_1309_6                     notfound             notfound             36                   149                 
TcruzimarinkelleiB7_TcMARK_CONTIG_1379_7                     notfound             notfound             nointron             nointron            
TcruzimarinkelleiB7_TcMARK_CONTIG_1420_8                     notfound             notfound             39                   151                 
TcruzimarinkelleiB7_TcMARK_CONTIG_1761_9                     0                    0                    nointron             nointron            
TcruzimarinkelleiB7_TcMARK_CONTIG_1761_10                    0                    0                    nointron             nointron            
TcruzimarinkelleiB7_TcMARK_CONTIG_1761_11                    0                    0                    nointron             nointron            
TcruzimarinkelleiB7_TcMARK_CONTIG_1776_12                    0                    0                    nointron             nointron            
TcruzimarinkelleiB7_TcMARK_CONTIG_1776_13                    0                    0                    nointron             nointron            
TcruzimarinkelleiB7_TcMARK_CONTIG_1776_14                    0                    0                    nointron             nointron            
TcruzimarinkelleiB7_TcMARK_CONTIG_1840_15                    0                    0                    nointron             nointron            
TcruzimarinkelleiB7_TcMARK_CONTIG_1840_16                    notfound             notfound             41                   106                 
TcruzimarinkelleiB7_TcMARK_CONTIG_1844_17                    0                    0                    nointron             nointron            
TcruzimarinkelleiB7_TcMARK_CONTIG_1844_18                    0                    0                    nointron             nointron            
TcruzimarinkelleiB7_TcMARK_CONTIG_1863_19                    0                    0                    nointron             nointron            
TcruzimarinkelleiB7_TcMARK_CONTIG_1863_20                    0                    0                    nointron             nointron            
TcruzimarinkelleiB7_TcMARK_CONTIG_1863_21                    0                    0                    nointron             nointron            
TcruzimarinkelleiB7_TcMARK_CONTIG_1879_22                    0                    0                    nointron             nointron            
TcruzimarinkelleiB7_TcMARK_CONTIG_1879_23                    0                    0                    nointron             nointron            
TcruzimarinkelleiB7_TcMARK_CONTIG_1969_24                    0                    0                    nointron             nointron            
TcruzimarinkelleiB7_TcMARK_CONTIG_1969_25                    0                    0                    nointron             nointron            
TcruzimarinkelleiB7_TcMARK_CONTIG_1969_26                    0                    0                    nointron             nointron            
TcruzimarinkelleiB7_TcMARK_CONTIG_1969_27                    0                    0                    nointron             nointron            
TcruzimarinkelleiB7_TcMARK_CONTIG_1969_28                    0                    0                    nointron             nointron            
TcruzimarinkelleiB7_TcMARK_CONTIG_2170_29                    0                    0                    nointron             nointron            
TcruzimarinkelleiB7_TcMARK_CONTIG_2195_30                    0                    0                    nointron             nointron            
TcruzimarinkelleiB7_TcMARK_CONTIG_2201_31                    notfound             notfound             nointron             nointron            
TcruzimarinkelleiB7_TcMARK_CONTIG_2201_32                    0                    0                    nointron             nointron            
TcruzimarinkelleiB7_TcMARK_CONTIG_2201_33                    0                    0                    nointron             nointron            
TcruzimarinkelleiB7_TcMARK_CONTIG_2326_34                    0                    0                    nointron             nointron            
TcruzimarinkelleiB7_TcMARK_CONTIG_2769_35                    0                    0                    nointron             nointron            
TcruzimarinkelleiB7_TcMARK_CONTIG_2838_36                    0                    0                    nointron             nointron            
TcruzimarinkelleiB7_TcMARK_CONTIG_2880_37                    0                    0                    nointron             nointron            
TcruzimarinkelleiB7_TcMARK_CONTIG_2910_38                    0                    0                    nointron             nointron            
TcruzimarinkelleiB7_TcMARK_CONTIG_2910_39                    0                    0                    nointron             nointron            
TcruzimarinkelleiB7_TcMARK_CONTIG_3018_40                    notfound             notfound             nointron             nointron            
TcruzimarinkelleiB7_TcMARK_CONTIG_3096_41                    notfound             notfound             nointron             nointron            
TcruzimarinkelleiB7_TcMARK_CONTIG_3198_42                    0                    0                    nointron             nointron            
TcruzimarinkelleiB7_TcMARK_CONTIG_3490_43                    0                    0                    nointron             nointron            
TcruzimarinkelleiB7_TcMARK_CONTIG_3490_44                    0                    0                    nointron             nointron            
TcruzimarinkelleiB7_TcMARK_CONTIG_3490_45                    0                    0                    nointron             nointron            
TcruzimarinkelleiB7_TcMARK_CONTIG_3681_46                    notfound             notfound             39                   151                 
TcruzimarinkelleiB7_TcMARK_CONTIG_4292_47                    0                    0                    nointron             nointron            
TcruzimarinkelleiB7_TcMARK_CONTIG_435_48                     notfound             notfound             nointron             nointron            
TcruzimarinkelleiB7_TcMARK_CONTIG_435_49                     0                    0                    nointron             nointron            
TcruzimarinkelleiB7_TcMARK_CONTIG_435_50                     0                    0                    nointron             nointron            
TcruzimarinkelleiB7_TcMARK_CONTIG_5092_51                    0                    0                    nointron             nointron            
TcruzimarinkelleiB7_TcMARK_CONTIG_5092_52                    0                    0                    nointron             nointron            
TcruzimarinkelleiB7_TcMARK_CONTIG_5092_53                    0                    0                    nointron             nointron            
TcruzimarinkelleiB7_TcMARK_CONTIG_6031_54                    notfound             notfound             36                   149                 
TcruzimarinkelleiB7_TcMARK_CONTIG_623_55                     notfound             notfound             nointron             nointron            
TcruzimarinkelleiB7_TcMARK_CONTIG_637_56                     0                    0                    31                   33                  
TcruzimarinkelleiB7_TcMARK_CONTIG_722_57                     notfound             notfound             35                   127                 
TcruzimarinkelleiB7_TcMARK_CONTIG_722_58                     0                    0                    nointron             nointron            
TcruzimarinkelleiB7_TcMARK_CONTIG_722_59                     0                    0                    nointron             nointron            
TcruzimarinkelleiB7_TcMARK_CONTIG_722_60                     0                    0                    nointron             nointron            
TcruzimarinkelleiB7_TcMARK_CONTIG_722_61                     0                    0                    nointron             nointron            
TcruzimarinkelleiB7_TcMARK_CONTIG_722_62                     0                    0                    nointron             nointron            
TcruzimarinkelleiB7_TcMARK_CONTIG_722_63                     0                    0                    nointron             nointron            
TcruzimarinkelleiB7_TcMARK_CONTIG_722_64                     0                    0                    nointron             nointron            
TcruzimarinkelleiB7_TcMARK_CONTIG_722_65                     0                    0                    nointron             nointron            
TcruzimarinkelleiB7_TcMARK_CONTIG_722_66                     0                    0                    nointron             nointron            
TcruzimarinkelleiB7_TcMARK_CONTIG_722_67                     0                    0                    nointron             nointron            
TcruzimarinkelleiB7_TcMARK_CONTIG_727_68                     notfound             notfound             nointron             nointron            
TcruzimarinkelleiB7_TcMARK_CONTIG_730_69                     0                    0                    nointron             nointron            
TcruzimarinkelleiB7_TcMARK_CONTIG_737_70                     0                    0                    nointron             nointron            
TcruziSylvioX10-1-2012_ADWP02000205_1                        0                    0                    nointron             nointron            
TcruziSylvioX10-1-2012_ADWP02000205_2                        0                    0                    nointron             nointron            
TcruziSylvioX10-1-2012_ADWP02000205_3                        0                    0                    nointron             nointron            
TcruziSylvioX10-1-2012_ADWP02000205_4                        0                    0                    nointron             nointron            
TcruziSylvioX10-1-2012_ADWP02000205_5                        0                    0                    nointron             nointron            
TcruziSylvioX10-1-2012_ADWP02000205_6                        0                    0                    nointron             nointron            
TcruziSylvioX10-1-2012_ADWP02000205_7                        0                    0                    nointron             nointron            
TcruziSylvioX10-1-2012_ADWP02000205_8                        0                    0                    nointron             nointron            
TcruziSylvioX10-1-2012_ADWP02000206_9                        0                    0                    nointron             nointron            
TcruziSylvioX10-1-2012_ADWP02000256_10                       0                    0                    31                   35                  
TcruziSylvioX10-1-2012_ADWP02000367_11                       0                    0                    nointron             nointron            
TcruziSylvioX10-1-2012_ADWP02000723_12                       0                    0                    nointron             nointron            
TcruziSylvioX10-1-2012_ADWP02003060_13                       notfound             notfound             nointron             nointron            
TcruziSylvioX10-1-2012_ADWP02003172_14                       notfound             notfound             38                   64                  
TcruziSylvioX10-1-2012_ADWP02004159_15                       notfound             notfound             32                   57                  
TcruziSylvioX10-1-2012_ADWP02004204_16                       0                    0                    nointron             nointron            
TcruziSylvioX10-1-2012_ADWP02004467_17                       0                    0                    nointron             nointron            
TcruziSylvioX10-1-2012_ADWP02004467_18                       0                    0                    nointron             nointron            
TcruziSylvioX10-1-2012_ADWP02004640_19                       0                    0                    nointron             nointron            
TcruziSylvioX10-1-2012_ADWP02006234_20                       0                    0                    nointron             nointron            
TcruziSylvioX10-1-2012_ADWP02006284_21                       0                    0                    nointron             nointron            
TcruziSylvioX10-1-2012_ADWP02006284_22                       0                    0                    nointron             nointron            
TcruziSylvioX10-1-2012_ADWP02006284_23                       0                    0                    nointron             nointron            
TcruziSylvioX10-1-2012_ADWP02006285_24                       0                    0                    nointron             nointron            
TcruziSylvioX10-1-2012_ADWP02006285_25                       0                    0                    nointron             nointron            
TcruziSylvioX10-1-2012_ADWP02006285_26                       0                    0                    nointron             nointron            
TcruziSylvioX10-1-2012_ADWP02007135_27                       0                    0                    nointron             nointron            
TcruziSylvioX10-1-2012_ADWP02007135_28                       0                    0                    nointron             nointron            
TcruziSylvioX10-1-2012_ADWP02012625_29                       notfound             notfound             29                   71                  
TcruziSylvioX10-1-2012_ADWP02012796_30                       notfound             notfound             29                   142                 
TcruziSylvioX10-1-2012_ADWP02013393_31                       notfound             notfound             nointron             nointron            
TcruziSylvioX10-1-2012_ADWP02013526_32                       0                    0                    nointron             nointron            
