GeneId                                                    SourceOrg                        SourceSeq                        SourceSO    Direction  TseBegin   TseEnd     AraBegin   AraEnd     Foundby
TevansiSTIB805_STIB805_Chr07_21                           TevansiSTIB805                   STIB805_Chr07                    chromosome  +          1876276    1876347    1876276    1876348    both   
TevansiSTIB805_STIB805_Chr07_22                           TevansiSTIB805                   STIB805_Chr07                    chromosome  -          1879520    1879591    1879519    1879591    both   
TevansiSTIB805_STIB805_Chr07_23                           TevansiSTIB805                   STIB805_Chr07                    chromosome  +          1879668    1879748    1879667    1879749    both   
TevansiSTIB805_STIB805_Chr07_24                           TevansiSTIB805                   STIB805_Chr07                    chromosome  +          1879818    1879890    1879818    1879891    both   
TevansiSTIB805_STIB805_Chr07_25                           TevansiSTIB805                   STIB805_Chr07                    chromosome  +          1896414    1896486    1896413    1896487    both   
TevansiSTIB805_STIB805_Chr07_26                           TevansiSTIB805                   STIB805_Chr07                    chromosome  -          2043040    2043111    2043039    2043111    both   
TevansiSTIB805_STIB805_Chr07_27                           TevansiSTIB805                   STIB805_Chr07                    chromosome  +          296731     296801     296731     296802     both   
TevansiSTIB805_STIB805_Chr08_28                           TevansiSTIB805                   STIB805_Chr08                    chromosome  -          1021318    1021389    1021318    1021389    both   
TevansiSTIB805_STIB805_Chr08_29                           TevansiSTIB805                   STIB805_Chr08                    chromosome  +          1021530    1021601    1021530    1021601    both   
TevansiSTIB805_STIB805_Chr08_30                           TevansiSTIB805                   STIB805_Chr08                    chromosome  +          1554442    1554513    1554442    1554514    both   
TevansiSTIB805_STIB805_Chr08_31                           TevansiSTIB805                   STIB805_Chr08                    chromosome  +          1858930    1859003    1858930    1859004    both   
TevansiSTIB805_STIB805_Chr08_32                           TevansiSTIB805                   STIB805_Chr08                    chromosome  -          1859053    1859134    1859053    1859134    both   
TevansiSTIB805_STIB805_Chr08_33                           TevansiSTIB805                   STIB805_Chr08                    chromosome  -          1859230    1859301    1859229    1859301    both   
TevansiSTIB805_STIB805_Chr08_34                           TevansiSTIB805                   STIB805_Chr08                    chromosome  +          1859390    1859461    1859389    1859462    both   
TevansiSTIB805_STIB805_Chr08_35                           TevansiSTIB805                   STIB805_Chr08                    chromosome  +          1859541    1859614    1859541    1859615    both   
TevansiSTIB805_STIB805_Chr08_36                           TevansiSTIB805                   STIB805_Chr08                    chromosome  +          -1         -1         656886     657067     ara    
TevansiSTIB805_STIB805_Chr08_37                           TevansiSTIB805                   STIB805_Chr08                    chromosome  +          761699     761771     761699     761772     both   
TevansiSTIB805_STIB805_Chr08_38                           TevansiSTIB805                   STIB805_Chr08                    chromosome  -          761860     761931     761858     761931     both   
TevansiSTIB805_STIB805_Chr08_39                           TevansiSTIB805                   STIB805_Chr08                    chromosome  -          822469     822542     822468     822543     both   
TevansiSTIB805_STIB805_Chr08_40                           TevansiSTIB805                   STIB805_Chr08                    chromosome  +          822637     822708     822637     822708     both   
TevansiSTIB805_STIB805_Chr08_41                           TevansiSTIB805                   STIB805_Chr08                    chromosome  +          822766     822838     822765     822840     both   
TevansiSTIB805_STIB805_Chr08_42                           TevansiSTIB805                   STIB805_Chr08                    chromosome  +          822909     822981     822909     822982     both   
TevansiSTIB805_STIB805_Chr08_43                           TevansiSTIB805                   STIB805_Chr08                    chromosome  +          826296     826367     826296     826368     both   
TevansiSTIB805_STIB805_Chr08_44                           TevansiSTIB805                   STIB805_Chr08                    chromosome  +          826455     826536     826454     826537     both   
TevansiSTIB805_STIB805_Chr08_45                           TevansiSTIB805                   STIB805_Chr08                    chromosome  -          826620     826691     826620     826691     both   
TevansiSTIB805_STIB805_Chr08_46                           TevansiSTIB805                   STIB805_Chr08                    chromosome  +          826789     826860     826788     826861     both   
TevansiSTIB805_STIB805_Chr08_47                           TevansiSTIB805                   STIB805_Chr08                    chromosome  +          829554     829626     829554     829627     both   
TevansiSTIB805_STIB805_Chr08_48                           TevansiSTIB805                   STIB805_Chr08                    chromosome  -          829719     829790     829718     829791     both   
TevansiSTIB805_STIB805_Chr09_49                           TevansiSTIB805                   STIB805_Chr09                    chromosome  +          1956840    1956910    1956840    1956910    both   
TevansiSTIB805_STIB805_Chr09_50                           TevansiSTIB805                   STIB805_Chr09                    chromosome  -          444241     444328     444241     444328     both   
TevansiSTIB805_STIB805_Chr09_51                           TevansiSTIB805                   STIB805_Chr09                    chromosome  -          448076     448163     448076     448163     both   
TevansiSTIB805_STIB805_Chr10_52                           TevansiSTIB805                   STIB805_Chr10                    chromosome  +          1870122    1870192    1870122    1870192    both   
TevansiSTIB805_STIB805_Chr10_53                           TevansiSTIB805                   STIB805_Chr10                    chromosome  +          1906596    1906667    1906596    1906667    both   
TevansiSTIB805_STIB805_Chr10_54                           TevansiSTIB805                   STIB805_Chr10                    chromosome  +          1906728    1906799    1906728    1906800    both   
TevansiSTIB805_STIB805_Chr10_55                           TevansiSTIB805                   STIB805_Chr10                    chromosome  +          1910246    1910327    1910245    1910329    both   
TevansiSTIB805_STIB805_Chr10_56                           TevansiSTIB805                   STIB805_Chr10                    chromosome  -          1910390    1910461    1910390    1910461    both   
TevansiSTIB805_STIB805_Chr10_57                           TevansiSTIB805                   STIB805_Chr10                    chromosome  +          1910534    1910605    1910534    1910605    both   
TevansiSTIB805_STIB805_Chr10_58                           TevansiSTIB805                   STIB805_Chr10                    chromosome  +          2626715    2626787    2626714    2626789    both   
TevansiSTIB805_STIB805_Chr10_59                           TevansiSTIB805                   STIB805_Chr10                    chromosome  -          2626866    2626937    2626865    2626937    both   
TevansiSTIB805_STIB805_Chr10_60                           TevansiSTIB805                   STIB805_Chr10                    chromosome  +          2627040    2627112    2627040    2627113    both   
TevansiSTIB805_STIB805_Chr10_61                           TevansiSTIB805                   STIB805_Chr10                    chromosome  +          2627173    2627244    2627173    2627245    both   
TevansiSTIB805_STIB805_Chr10_62                           TevansiSTIB805                   STIB805_Chr10                    chromosome  +          2627330    2627402    2627329    2627403    both   
TevansiSTIB805_STIB805_Chr10_63                           TevansiSTIB805                   STIB805_Chr10                    chromosome  +          -1         -1         853002     853153     ara    
TevansiSTIB805_STIB805_Chr11_01_64                        TevansiSTIB805                   STIB805_Chr11_01                 chromosome  +          1869361    1869431    1869361    1869431    both   
TevansiSTIB805_STIB805_Chr11_01_65                        TevansiSTIB805                   STIB805_Chr11_01                 chromosome  +          3444808    3444878    3444808    3444879    both   
TevansiSTIB805_STIB805_Chr11_01_66                        TevansiSTIB805                   STIB805_Chr11_01                 chromosome  +          3444940    3445011    3444940    3445011    both   
TevansiSTIB805_STIB805_Chr11_01_67                        TevansiSTIB805                   STIB805_Chr11_01                 chromosome  +          3445071    3445143    3445071    3445143    both   
TevansiSTIB805_STIB805_Chr11_01_68                        TevansiSTIB805                   STIB805_Chr11_01                 chromosome  -          3462561    3462632    3462561    3462632    both   
TevansiSTIB805_STIB805_Chr11_01_69                        TevansiSTIB805                   STIB805_Chr11_01                 chromosome  -          3462699    3462770    3462698    3462771    both   
TevansiSTIB805_STIB805_Chr11_01_70                        TevansiSTIB805                   STIB805_Chr11_01                 chromosome  +          3462881    3462953    3462881    3462953    both   
TgrayiANR4_JMRU01000020_1                                 TgrayiANR4                       JMRU01000020                     contig      -          19683      19754      19682      19754      both   
TgrayiANR4_JMRU01000020_2                                 TgrayiANR4                       JMRU01000020                     contig      +          19889      19969      19889      19969      both   
TgrayiANR4_JMRU01000020_3                                 TgrayiANR4                       JMRU01000020                     contig      +          20112      20185      20112      20186      both   
TgrayiANR4_JMRU01000025_4                                 TgrayiANR4                       JMRU01000025                     contig      +          45482      45553      45481      45554      both   
TgrayiANR4_JMRU01000041_5                                 TgrayiANR4                       JMRU01000041                     contig      +          44771      44842      44770      44843      both   
TgrayiANR4_JMRU01000055_6                                 TgrayiANR4                       JMRU01000055                     contig      -          35887      35959      35887      35959      both   
TgrayiANR4_JMRU01000074_7                                 TgrayiANR4                       JMRU01000074                     contig      -          16827      16908      16826      16909      both   
TgrayiANR4_JMRU01000074_8                                 TgrayiANR4                       JMRU01000074                     contig      -          17051      17122      17051      17122      both   
TgrayiANR4_JMRU01000074_9                                 TgrayiANR4                       JMRU01000074                     contig      +          19339      19410      19339      19411      both   
TgrayiANR4_JMRU01000101_10                                TgrayiANR4                       JMRU01000101                     contig      +          8078       8149       8078       8149       both   
TgrayiANR4_JMRU01000114_11                                TgrayiANR4                       JMRU01000114                     contig      +          -1         -1         23002      23100      ara    
TgrayiANR4_JMRU01000139_12                                TgrayiANR4                       JMRU01000139                     contig      -          19794      19866      19793      19866      both   
TgrayiANR4_JMRU01000141_13                                TgrayiANR4                       JMRU01000141                     contig      -          26558      26628      26558      26628      both   
TgrayiANR4_JMRU01000141_14                                TgrayiANR4                       JMRU01000141                     contig      +          26735      26806      26735      26807      both   
TgrayiANR4_JMRU01000164_15                                TgrayiANR4                       JMRU01000164                     contig      -          -1         -1         376        493        ara    
TgrayiANR4_JMRU01000166_16                                TgrayiANR4                       JMRU01000166                     contig      +          770        841        770        841        both   
TgrayiANR4_JMRU01000188_17                                TgrayiANR4                       JMRU01000188                     contig      -          -1         -1         15982      16069      ara    
TgrayiANR4_JMRU01000212_18                                TgrayiANR4                       JMRU01000212                     contig      +          22982      23054      22982      23055      both   
TgrayiANR4_JMRU01000237_19                                TgrayiANR4                       JMRU01000237                     contig      -          20283      20354      20283      20354      both   
TgrayiANR4_JMRU01000237_20                                TgrayiANR4                       JMRU01000237                     contig      +          20615      20686      20615      20686      both   
TgrayiANR4_JMRU01000237_21                                TgrayiANR4                       JMRU01000237                     contig      -          20802      20886      20802      20886      both   
TgrayiANR4_JMRU01000237_22                                TgrayiANR4                       JMRU01000237                     contig      +          21020      21092      21020      21092      both   
TgrayiANR4_JMRU01000242_23                                TgrayiANR4                       JMRU01000242                     contig      -          62         133        62         133        both   
TgrayiANR4_JMRU01000257_24                                TgrayiANR4                       JMRU01000257                     contig      -          10495      10566      10494      10566      both   
TgrayiANR4_JMRU01000290_25                                TgrayiANR4                       JMRU01000290                     contig      -          262        333        261        333        both   
TgrayiANR4_JMRU01000296_26                                TgrayiANR4                       JMRU01000296                     contig      -          4432       4503       4432       4503       both   
TgrayiANR4_JMRU01000351_27                                TgrayiANR4                       JMRU01000351                     contig      -          14066      14137      14065      14137      both   
TgrayiANR4_JMRU01000378_28                                TgrayiANR4                       JMRU01000378                     contig      -          14851      14923      14851      14923      both   
TgrayiANR4_JMRU01000378_29                                TgrayiANR4                       JMRU01000378                     contig      +          15072      15143      15072      15144      both   
TgrayiANR4_JMRU01000378_30                                TgrayiANR4                       JMRU01000378                     contig      +          15227      15299      15227      15299      both   
TgrayiANR4_JMRU01000411_31                                TgrayiANR4                       JMRU01000411                     contig      +          507        578        507        578        both   
TgrayiANR4_JMRU01000420_32                                TgrayiANR4                       JMRU01000420                     contig      -          -1         -1         13811      13898      ara    
TgrayiANR4_JMRU01000458_33                                TgrayiANR4                       JMRU01000458                     contig      -          12304      12375      12304      12375      both   
TgrayiANR4_JMRU01000458_34                                TgrayiANR4                       JMRU01000458                     contig      -          12458      12529      12457      12530      both   
TgrayiANR4_JMRU01000458_35                                TgrayiANR4                       JMRU01000458                     contig      -          12651      12723      12650      12723      both   
TgrayiANR4_JMRU01000458_36                                TgrayiANR4                       JMRU01000458                     contig      -          12727      12799      12727      12799      both   
TgrayiANR4_JMRU01000549_37                                TgrayiANR4                       JMRU01000549                     contig      -          162        243        162        243        both   
TgrayiANR4_JMRU01000549_38                                TgrayiANR4                       JMRU01000549                     contig      -          350        420        350        420        both   
TgrayiANR4_JMRU01000552_39                                TgrayiANR4                       JMRU01000552                     contig      -          8410       8490       8410       8490       both   
TgrayiANR4_JMRU01000590_40                                TgrayiANR4                       JMRU01000590                     contig      +          1442       1513       1442       1513       both   
TgrayiANR4_JMRU01000620_41                                TgrayiANR4                       JMRU01000620                     contig      -          2254       2326       2253       2327       both   
TgrayiANR4_JMRU01000640_42                                TgrayiANR4                       JMRU01000640                     contig      +          3889       3959       3889       3959       both   
TgrayiANR4_JMRU01000676_43                                TgrayiANR4                       JMRU01000676                     contig      +          7092       7163       7092       7163       both   
TgrayiANR4_JMRU01000676_44                                TgrayiANR4                       JMRU01000676                     contig      +          7621       7693       7621       7694       both   
TgrayiANR4_JMRU01000676_45                                TgrayiANR4                       JMRU01000676                     contig      -          7885       7969       7885       7969       both   
TgrayiANR4_JMRU01000676_46                                TgrayiANR4                       JMRU01000676                     contig      +          8069       8142       8069       8143       both   
TgrayiANR4_JMRU01000696_47                                TgrayiANR4                       JMRU01000696                     contig      +          9170       9241       9169       9242       both   
TgrayiANR4_JMRU01000706_48                                TgrayiANR4                       JMRU01000706                     contig      +          7757       7838       7757       7838       both   
TgrayiANR4_JMRU01000724_49                                TgrayiANR4                       JMRU01000724                     contig      +          252        323        252        323        both   
TgrayiANR4_JMRU01000724_50                                TgrayiANR4                       JMRU01000724                     contig      -          420        492        419        492        both   
TgrayiANR4_JMRU01000724_51                                TgrayiANR4                       JMRU01000724                     contig      -          497        569        496        569        both   
TgrayiANR4_JMRU01000724_52                                TgrayiANR4                       JMRU01000724                     contig      +          5494       5565       5494       5565       both   
TgrayiANR4_JMRU01000724_53                                TgrayiANR4                       JMRU01000724                     contig      +          5701       5782       5700       5783       both   
TgrayiANR4_JMRU01000724_54                                TgrayiANR4                       JMRU01000724                     contig      -          5845       5916       5845       5916       both   
TgrayiANR4_JMRU01000724_55                                TgrayiANR4                       JMRU01000724                     contig      +          6039       6110       6039       6111       both   
TgrayiANR4_JMRU01000724_56                                TgrayiANR4                       JMRU01000724                     contig      +          697        769        697        770        both   
TgrayiANR4_JMRU01000724_57                                TgrayiANR4                       JMRU01000724                     contig      -          8343       8415       8343       8415       both   
TgrayiANR4_JMRU01000724_58                                TgrayiANR4                       JMRU01000724                     contig      -          8551       8623       8551       8623       both   
TgrayiANR4_JMRU01000729_59                                TgrayiANR4                       JMRU01000729                     contig      -          163        234        163        234        both   
TgrayiANR4_JMRU01000736_60                                TgrayiANR4                       JMRU01000736                     contig      +          5781       5851       5781       5851       both   
TgrayiANR4_JMRU01000738_61                                TgrayiANR4                       JMRU01000738                     contig      -          8234       8304       8234       8304       both   
TgrayiANR4_JMRU01000741_62                                TgrayiANR4                       JMRU01000741                     contig      -          -1         -1         8192       8313       ara    
TgrayiANR4_JMRU01000754_63                                TgrayiANR4                       JMRU01000754                     contig      +          3694       3766       3694       3767       both   
TgrayiANR4_JMRU01000758_64                                TgrayiANR4                       JMRU01000758                     contig      +          7147       7218       7147       7218       both   
TgrayiANR4_JMRU01000773_65                                TgrayiANR4                       JMRU01000773                     contig      -          -1         -1         3363       3505       ara    
TgrayiANR4_JMRU01000802_66                                TgrayiANR4                       JMRU01000802                     contig      +          -1         -1         6285       6375       ara    
TgrayiANR4_JMRU01000811_67                                TgrayiANR4                       JMRU01000811                     contig      -          2313       2384       2313       2384       both   
TgrayiANR4_JMRU01000855_68                                TgrayiANR4                       JMRU01000855                     contig      -          2908       2989       2908       2989       both   
TgrayiANR4_JMRU01000873_69                                TgrayiANR4                       JMRU01000873                     contig      -          5220       5291       5219       5291       both   
TgrayiANR4_JMRU01000873_70                                TgrayiANR4                       JMRU01000873                     contig      -          5385       5456       5384       5456       both   
TgrayiANR4_JMRU01000873_71                                TgrayiANR4                       JMRU01000873                     contig      +          5553       5625       5553       5625       both   
TgrayiANR4_JMRU01001103_72                                TgrayiANR4                       JMRU01001103                     contig      -          -1         -1         99         172        ara    
TgrayiANR4_JMRU01001113_73                                TgrayiANR4                       JMRU01001113                     contig      -          -1         -1         921        1085       ara    
TgrayiANR4_JMRU01001200_74                                TgrayiANR4                       JMRU01001200                     contig      -          3136       3209       3136       3209       both   
TgrayiANR4_JMRU01001200_75                                TgrayiANR4                       JMRU01001200                     contig      -          3328       3399       3328       3399       both   
TgrayiANR4_JMRU01001200_76                                TgrayiANR4                       JMRU01001200                     contig      +          3543       3614       3542       3616       both   
TgrayiANR4_JMRU01001200_77                                TgrayiANR4                       JMRU01001200                     contig      +          3684       3765       3684       3765       both   
TgrayiANR4_JMRU01001200_78                                TgrayiANR4                       JMRU01001200                     contig      -          3855       3928       3854       3928       both   
TgrayiANR4_JMRU01001234_79                                TgrayiANR4                       JMRU01001234                     contig      -          -1         -1         931        1027       ara    
TgrayiANR4_JMRU01001260_80                                TgrayiANR4                       JMRU01001260                     contig      -          1032       1119       1032       1119       both   
TgrayiANR4_JMRU01001260_81                                TgrayiANR4                       JMRU01001260                     contig      -          1981       2068       1981       2068       both   
TgrayiANR4_JMRU01001263_82                                TgrayiANR4                       JMRU01001263                     contig      -          194        265        194        265        both   
TgrayiANR4_JMRU01001387_83                                TgrayiANR4                       JMRU01001387                     contig      +          1          85         3          85         both   
TgrayiANR4_JMRU01001387_84                                TgrayiANR4                       JMRU01001387                     contig      +          3404       3491       3404       3491       both   
TgrayiANR4_JMRU01001523_85                                TgrayiANR4                       JMRU01001523                     contig      +          209        280        209        280        both   
TgrayiANR4_JMRU01001523_86                                TgrayiANR4                       JMRU01001523                     contig      +          65         145        64         146        both   
TgrayiANR4_JMRU01001587_87                                TgrayiANR4                       JMRU01001587                     contig      -          6          86         6          86         both   
TgrayiANR4_JMRU01001642_88                                TgrayiANR4                       JMRU01001642                     contig      -          260        331        259        332        both   
TgrayiANR4_JMRU01001707_89                                TgrayiANR4                       JMRU01001707                     contig      -          1392       1464       1391       1465       both   
TgrayiANR4_JMRU01001714_90                                TgrayiANR4                       JMRU01001714                     contig      -          1031       1103       1030       1104       both   
TgrayiANR4_JMRU01001714_91                                TgrayiANR4                       JMRU01001714                     contig      +          1200       1271       1200       1272       both   
TgrayiANR4_JMRU01001714_92                                TgrayiANR4                       JMRU01001714                     contig      -          643        715        643        715        both   
TgrayiANR4_JMRU01001714_93                                TgrayiANR4                       JMRU01001714                     contig      -          795        866        794        866        both   
TgrayiANR4_JMRU01001714_94                                TgrayiANR4                       JMRU01001714                     contig      -          945        1017       944        1018       both   
TgrayiANR4_JMRU01001762_95                                TgrayiANR4                       JMRU01001762                     contig      +          810        881        810        881        both   
TgrayiANR4_JMRU01001853_96                                TgrayiANR4                       JMRU01001853                     contig      -          391        463        390        463        both   
TgrayiANR4_JMRU01002176_97                                TgrayiANR4                       JMRU01002176                     contig      +          358        428        358        428        both   
TgrayiANR4_JMRU01002176_98                                TgrayiANR4                       JMRU01002176                     contig      +          675        745        675        745        both   
TgrayiANR4_JMRU01002251_99                                TgrayiANR4                       JMRU01002251                     contig      -          -1         -1         1          116        ara    
TgrayiANR4_JMRU01002281_100                               TgrayiANR4                       JMRU01002281                     contig      -          481        562        480        562        both   
TgrayiANR4_JMRU01002281_101                               TgrayiANR4                       JMRU01002281                     contig      -          657        737        656        738        both   
TgrayiANR4_JMRU01002329_102                               TgrayiANR4                       JMRU01002329                     notfound    +          820        869        -1         -1         tse    
TgrayiANR4_JMRU01002687_103                               TgrayiANR4                       JMRU01002687                     contig      -          10         82         10         82         both   
TgrayiANR4_JMRU01002687_104                               TgrayiANR4                       JMRU01002687                     contig      -          162        233        161        233        both   
TgrayiANR4_JMRU01002687_105                               TgrayiANR4                       JMRU01002687                     contig      -          304        376        303        377        both   
TgrayiANR4_JMRU01002762_106                               TgrayiANR4                       JMRU01002762                     contig      +          98         179        98         180        both   
TrangeliSC58_AUPL01000758_1                               TrangeliSC58                     AUPL01000758                     contig      -          -1         -1         1294       1386       ara    
TrangeliSC58_AUPL01001712_2                               TrangeliSC58                     AUPL01001712                     contig      -          2416       2487       2414       2487       both   
TrangeliSC58_AUPL01001767_3                               TrangeliSC58                     AUPL01001767                     contig      +          -1         -1         2586       2689       ara    
TrangeliSC58_AUPL01001898_4                               TrangeliSC58                     AUPL01001898                     contig      +          1138       1220       1137       1221       both   
TrangeliSC58_AUPL01001911_5                               TrangeliSC58                     AUPL01001911                     contig      +          -1         -1         1447       1542       ara    
TrangeliSC58_AUPL01002787_6                               TrangeliSC58                     AUPL01002787                     contig      -          2918       2991       2917       2991       both   
TrangeliSC58_AUPL01003210_7                               TrangeliSC58                     AUPL01003210                     contig      +          -1         -1         471        644        ara    
TrangeliSC58_AUPL01003490_8                               TrangeliSC58                     AUPL01003490                     contig      +          -1         -1         332        513        ara    
TrangeliSC58_AUPL01003570_9                               TrangeliSC58                     AUPL01003570                     contig      +          -1         -1         4177       4358       ara    
TrangeliSC58_AUPL01003929_10                              TrangeliSC58                     AUPL01003929                     contig      -          -1         -1         3138       3225       ara    
TrangeliSC58_AUPL01004252_11                              TrangeliSC58                     AUPL01004252                     contig      +          -1         -1         1668       1753       ara    
TrangeliSC58_AUPL01004575_12                              TrangeliSC58                     AUPL01004575                     contig      -          -1         -1         1791       1934       ara    
TrangeliSC58_AUPL01004787_13                              TrangeliSC58                     AUPL01004787                     contig      +          -1         -1         4888       4959       ara    
TrangeliSC58_AUPL01004976_14                              TrangeliSC58                     AUPL01004976                     contig      -          -1         -1         2480       2619       ara    
TrangeliSC58_AUPL01005580_15                              TrangeliSC58                     AUPL01005580                     contig      +          -1         -1         11         154        ara    
TrangeliSC58_AUPL01005971_16                              TrangeliSC58                     AUPL01005971                     contig      +          -1         -1         2034       2146       ara    
TrangeliSC58_AUPL01006321_17                              TrangeliSC58                     AUPL01006321                     contig      -          -1         -1         477        623        ara    
TrangeliSC58_AUPL01006354_18                              TrangeliSC58                     AUPL01006354                     contig      +          -1         -1         3219       3410       ara    
TrangeliSC58_AUPL01006412_19                              TrangeliSC58                     AUPL01006412                     contig      -          -1         -1         3477       3621       ara    
TrangeliSC58_AUPL01006438_20                              TrangeliSC58                     AUPL01006438                     contig      -          -1         -1         228        313        ara    
TrangeliSC58_AUPL01006470_21                              TrangeliSC58                     AUPL01006470                     contig      -          -1         -1         1434       1547       ara    
TrangeliSC58_AUPL01006828_22                              TrangeliSC58                     AUPL01006828                     contig      +          -1         -1         2886       3022       ara    
TrangeliSC58_AUPL01006996_23                              TrangeliSC58                     AUPL01006996                     contig      +          407        488        407        489        both   
TrangeliSC58_AUPL01007026_24                              TrangeliSC58                     AUPL01007026                     contig      +          -1         -1         2068       2207       ara    
TrangeliSC58_AUPL01007172_25                              TrangeliSC58                     AUPL01007172                     contig      -          -1         -1         85         173        ara    
TtheileriEdinburgh_NBCO01000001_1                         TtheileriEdinburgh               NBCO01000001                     contig      -          1372420    1372492    1372420    1372492    both   
TtheileriEdinburgh_NBCO01000001_2                         TtheileriEdinburgh               NBCO01000001                     contig      +          1372627    1372712    1372627    1372712    both   
TtheileriEdinburgh_NBCO01000001_3                         TtheileriEdinburgh               NBCO01000001                     contig      -          1373652    1373733    1373651    1373733    both   
TtheileriEdinburgh_NBCO01000001_4                         TtheileriEdinburgh               NBCO01000001                     contig      -          1373945    1374016    1373945    1374016    both   
TtheileriEdinburgh_NBCO01000001_5                         TtheileriEdinburgh               NBCO01000001                     contig      +          1374299    1374370    1374299    1374370    both   
TtheileriEdinburgh_NBCO01000001_6                         TtheileriEdinburgh               NBCO01000001                     contig      +          1432943    1433015    1432943    1433015    both   
TtheileriEdinburgh_NBCO01000001_7                         TtheileriEdinburgh               NBCO01000001                     contig      +          694140     694211     694140     694211     both   
TtheileriEdinburgh_NBCO01000001_8                         TtheileriEdinburgh               NBCO01000001                     contig      -          762434     762507     762433     762507     both   
TtheileriEdinburgh_NBCO01000001_9                         TtheileriEdinburgh               NBCO01000001                     contig      +          762637     762724     762637     762724     both   
TtheileriEdinburgh_NBCO01000001_10                        TtheileriEdinburgh               NBCO01000001                     contig      -          763745     763817     763745     763817     both   
TtheileriEdinburgh_NBCO01000001_11                        TtheileriEdinburgh               NBCO01000001                     contig      +          763960     764031     763960     764031     both   
TtheileriEdinburgh_NBCO01000001_12                        TtheileriEdinburgh               NBCO01000001                     contig      +          764149     764221     764149     764221     both   
TtheileriEdinburgh_NBCO01000001_13                        TtheileriEdinburgh               NBCO01000001                     contig      -          764315     764395     764315     764395     both   
TtheileriEdinburgh_NBCO01000001_14                        TtheileriEdinburgh               NBCO01000001                     contig      +          764549     764629     764548     764630     both   
TtheileriEdinburgh_NBCO01000001_15                        TtheileriEdinburgh               NBCO01000001                     contig      -          766500     766572     766500     766572     both   
TtheileriEdinburgh_NBCO01000002_16                        TtheileriEdinburgh               NBCO01000002                     contig      -          225699     225786     225699     225786     both   
TtheileriEdinburgh_NBCO01000002_17                        TtheileriEdinburgh               NBCO01000002                     contig      -          227892     227979     227892     227979     both   
TtheileriEdinburgh_NBCO01000002_18                        TtheileriEdinburgh               NBCO01000002                     contig      -          232726     232813     232726     232813     both   
TtheileriEdinburgh_NBCO01000002_19                        TtheileriEdinburgh               NBCO01000002                     contig      -          388573     388643     388573     388643     both   
TtheileriEdinburgh_NBCO01000002_20                        TtheileriEdinburgh               NBCO01000002                     contig      -          479136     479216     479136     479216     both   
TtheileriEdinburgh_NBCO01000002_21                        TtheileriEdinburgh               NBCO01000002                     contig      +          812455     812526     812454     812527     both   
TtheileriEdinburgh_NBCO01000002_22                        TtheileriEdinburgh               NBCO01000002                     contig      -          823731     823802     823731     823802     both   
TtheileriEdinburgh_NBCO01000002_23                        TtheileriEdinburgh               NBCO01000002                     contig      -          824178     824249     824178     824249     both   
TtheileriEdinburgh_NBCO01000003_24                        TtheileriEdinburgh               NBCO01000003                     contig      +          1113779    1113851    1113779    1113851    both   
TtheileriEdinburgh_NBCO01000003_25                        TtheileriEdinburgh               NBCO01000003                     contig      -          -1         -1         51523      51603      ara    
TtheileriEdinburgh_NBCO01000003_26                        TtheileriEdinburgh               NBCO01000003                     contig      +          873269     873341     873268     873342     both   
TtheileriEdinburgh_NBCO01000004_27                        TtheileriEdinburgh               NBCO01000004                     contig      -          725996     726066     725996     726066     both   
TtheileriEdinburgh_NBCO01000005_28                        TtheileriEdinburgh               NBCO01000005                     contig      -          36209      36280      36208      36280      both   
TtheileriEdinburgh_NBCO01000005_29                        TtheileriEdinburgh               NBCO01000005                     contig      -          53684      53755      53684      53755      both   
TtheileriEdinburgh_NBCO01000005_30                        TtheileriEdinburgh               NBCO01000005                     contig      +          736549     736621     736549     736621     both   
TtheileriEdinburgh_NBCO01000005_31                        TtheileriEdinburgh               NBCO01000005                     contig      +          962597     962668     962597     962668     both   
TtheileriEdinburgh_NBCO01000007_32                        TtheileriEdinburgh               NBCO01000007                     contig      -          -1         -1         415686     415759     ara    
TtheileriEdinburgh_NBCO01000008_33                        TtheileriEdinburgh               NBCO01000008                     contig      +          -1         -1         183747     183862     ara    
TtheileriEdinburgh_NBCO01000008_34                        TtheileriEdinburgh               NBCO01000008                     contig      +          430806     430877     430806     430877     both   
TtheileriEdinburgh_NBCO01000008_35                        TtheileriEdinburgh               NBCO01000008                     contig      -          432320     432391     432320     432391     both   
TtheileriEdinburgh_NBCO01000008_36                        TtheileriEdinburgh               NBCO01000008                     contig      +          432523     432595     432523     432595     both   
TtheileriEdinburgh_NBCO01000008_37                        TtheileriEdinburgh               NBCO01000008                     contig      +          432728     432799     432728     432799     both   
TtheileriEdinburgh_NBCO01000008_38                        TtheileriEdinburgh               NBCO01000008                     contig      +          432874     432946     432874     432946     both   
TtheileriEdinburgh_NBCO01000008_39                        TtheileriEdinburgh               NBCO01000008                     contig      +          751570     751642     751570     751642     both   
TtheileriEdinburgh_NBCO01000008_40                        TtheileriEdinburgh               NBCO01000008                     contig      -          849360     849432     849360     849432     both   
TtheileriEdinburgh_NBCO01000008_41                        TtheileriEdinburgh               NBCO01000008                     contig      -          850273     850345     850273     850345     both   
TtheileriEdinburgh_NBCO01000009_42                        TtheileriEdinburgh               NBCO01000009                     contig      +          518665     518745     518665     518745     both   
TtheileriEdinburgh_NBCO01000009_43                        TtheileriEdinburgh               NBCO01000009                     contig      +          518842     518913     518842     518913     both   
